序号,题目ID,题目,答案,采集时间,来源
583,932473331,设随机变量 的分布函数 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260625/1c930ab6-3033-4919-b53d-ac96c07b2ff3.png,2026-09-19 08:35:53,错题采集
584,932473308,设随机变量 ，则其分布函数 对任意实数 ，都有,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260603/cc7515b3-a659-4418-a48c-e76c1e85af81.png,2026-09-19 08:35:53,错题采集
585,932473315,随机变量 服从区间 上的均匀分布是指,落在区间 的任何子区间内的概率都与子区间的长度成正比|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/5df19259-303c-4ad4-ab48-bee118866c18.png,2026-09-19 08:36:47,错题采集
586,932473169,设连续型随机变量 的密度函数为 则,2,2026-09-19 08:36:47,错题采集
587,932473345,设 是连续型随机变量 的概率密度，则 一定是,可积函数,2026-09-19 08:37:29,错题采集
588,932473327,设随机变量 的密度函数为 ，则 的值是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260323/e92134d1-8cb0-4b92-a3ef-5d928be39acb.png,2026-09-19 08:37:53,错题采集
589,932473146,"设随机变量 的概率密度函数是 , 则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/9a84c5ba-d2f9-4000-a5c6-84c5e256ebff.png,2026-09-19 08:37:53,错题采集
590,932473144,"随机变量 的概率密度为 , 则 的值为 ( )",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/33152c4d-61dd-4e44-a8ef-10cfff9ec496.png,2026-09-19 08:37:53,错题采集
591,932473145,"设随机变量 , 则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260326/2975bb2d-0782-4f2f-a434-4f2ee5778be9.png,2026-09-19 08:37:53,错题采集
592,932473335,设随机变量 的概率密度为 若 使得 ，则 的取值范围是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/4b920d74-b7f0-461c-b53d-6eece6149ef0.png,2026-09-19 08:38:38,错题采集
593,932473433,"设随机变量 的概率密度为 ,则 的概率密度为",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/d4dd3ff5-188f-405d-8ccf-bd53817a0a76.png,2026-09-19 08:43:09,错题采集
594,932473251,设二维随机变量 的概率密度为 则 的值为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/8b7bb1a4-12ca-4456-88c1-d01dac28243a.png,2026-09-19 08:52:16,错题采集
595,932473295,"设二维随机变量 是 上的均匀分布,其概率密度 是 则 的值为",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/fed7b2e6-8ba1-4557-b84b-b24c54b9d505.png,2026-09-19 08:52:57,错题采集
596,932473253,设二维随机变量 是由曲线 围成的区域 上的均匀分布，则其概率密度为 ，其中 的值为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/af5fb395-c94d-4ea9-8190-60e42cabf494.png,2026-09-19 08:55:52,错题采集
597,932473287,"设二维随机向量 的联合分布函数为 ,则 关于 的边缘分布函数",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/81aeaf67-576d-4dc3-92b8-3b096f59a652.png,2026-09-19 08:58:24,错题采集
598,929346066,设在一段时间内进入某一商店的人数 服从参数为 的泊松分布，每个顾客相互独立，且购买某种物品的概率为0.1，则进入商店购买此物品的人数 服从的分布为（ ）.,泊松分布P（0.5）,2026-09-19 09:04:53,错题采集
599,932473225,已知 概率分布分别为 ，且 ，则 （请用分数形式作答，例1/2）,3/4,2026-09-19 09:04:53,错题采集
600,929369001,设二维随机变量 服从二维正态分布，且 不相关，则 一定独立. （ ）,对,2026-09-19 09:12:48,错题采集
601,929421286,在区间 之间随机地取两个数，则事件{两数的最大值大于 ） 发生的概率为（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/e140caa79eb04a88aeff7a06c892fc3d.png,2026-09-19 09:16:32,错题采集
602,932473307,设 是相互独立的随机变量，其分布函数分别为 ，则 的分布函数是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260905/038d87c4-2531-4552-8158-e7eeb39c0f2d.png,2026-09-19 09:16:32,错题采集
603,932473187,设 为两个随机变量 ，且 ，则,5/7,2026-09-19 09:17:45,错题采集
604,932473241,设随机变量 与 相互独立，其分布函数分别为 与 ，则随机变量 的分布函数 等于,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/45020f8a-1808-4df0-b576-224b792a7b8d.png,2026-09-19 09:17:45,错题采集
605,929347200,设随机变量 相互独立，且都服从区间 上的均匀分布，则 的值为( ). （ ）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/66dab2b4-cf0c-4d02-a279-22ac61026c35.png,2026-09-19 09:17:45,错题采集
606,932473097,"设随机变量 与 相互独立同服从标准正态分布, 则 .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/13c5fcf4-8b38-432f-95a5-3fdd28dba679.png,2026-09-19 09:17:45,错题采集
607,932473305,设两个相互独立的随机变量 和 分别服从正态分布 和 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/7881169e-59a0-43de-b5de-742cf6e9eb0a.png,2026-09-19 09:17:45,错题采集
608,932473223,设随机变量 的期望、方差存在， ，则,0,2026-09-19 09:20:05,错题采集
609,932473204,设随机变量 服从参数为 的泊松分布，且 ，则,1,2026-09-19 09:20:05,错题采集
610,932473189,设 是 次独立重复试验成功的次数，若每次试验成功的概率为 ，则,18.4,2026-09-19 09:20:05,错题采集
611,932473207,设 的分布函数 则,2,2026-09-19 09:23:01,错题采集
612,929369016,设圆盘半径在区间 上服从均匀分布，则圆盘周长的数学期望为 . （ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/4d7be37610f442f18f13fc615db27794.png,2026-09-19 09:23:01,错题采集
613,932473157,设随机变量 相互独立， 则 （）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260905/9ce9ecc4-8778-4d8d-9d55-f2b4bffd8352.png,2026-09-19 09:23:01,错题采集
614,932473249,设随机变量 独立，分布同为正态分布 则 为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/018c0747-756c-4b00-8033-c234611731f8.png,2026-09-19 09:23:47,错题采集
615,932473272,设 的概率密度为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260417/ddd28dc5-976e-4da7-a407-5eabab3eded0.png,2026-09-19 09:23:47,错题采集
616,932473278,设随机变量 与 相互独立，且都服从泊松分布.又已知 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260321/246ec367-b632-4cf1-a0b3-47d21625f509.png,2026-09-19 09:23:47,错题采集
617,932473286,设随机变量 相互独立， 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260916/ebcc1cfd-1c5d-4544-8b07-4b9235c14b5d.png,2026-09-19 09:24:36,错题采集
618,932473274,随机变量 的分布列为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/318f6ca6-54fa-4449-9109-6cca78549730.png,2026-09-19 09:24:36,错题采集
619,932473269,测量正方形的边长，设其值均匀地分布在 内，则正方形面积的数学期望为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/60774d16-328e-4c64-a749-e827baecd692.png,2026-09-19 09:24:36,错题采集
620,932473195,已知随机向量 的联合密度函数 则,4/3,2026-09-19 09:24:36,错题采集
621,932473135,"一口袋中有 个红球和 个白球 , 某人从该口袋中随机摸出一球 , 摸得红球得 分 , 摸得白球得 分 , 则他所得分数的数学期望为 ( )",3.8,2026-09-19 09:24:36,错题采集
622,932473201,已知 的联合密度函数 则,4/3,2026-09-19 09:25:36,错题采集
623,932473212,设随机变量 的密度函数为: 则 （请用分数形式作答，例1/2）,3/4,2026-09-19 09:25:36,错题采集
624,929368993,设随机变量 和 ，则 . （ ）,错,2026-09-19 09:26:47,错题采集
625,932473277,设随机变量 的分布列为 则,不存在,2026-09-19 09:26:47,错题采集
626,929368990,"设随机变量 服从参数为 的泊松分布, 且 , 则 . （ ）",对,2026-09-19 09:26:47,错题采集
627,932473293,若离散型随机变量 的分布列为 ，则,不存在,2026-09-19 09:26:47,错题采集
628,932473227,设 表示 次独立重复射击命中目标的次数，每次命中目标的概率为 ，则,18.4,2026-09-19 09:27:45,错题采集
629,932473290,"某车间生产的圆盘其直径在区间 上服从均匀分布, 则圆盘面积的数学期望是",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/52bc6e18-5b52-4f5c-84e7-5eef2d545cfb.png,2026-09-19 09:27:45,错题采集
630,932473228,已知 则 (用最简分数表示),18/11,2026-09-19 09:28:16,错题采集
631,929368999,随机变量 ，则 . （ ）,错,2026-09-19 09:28:16,错题采集
632,932473275,设随机变量 的分布列为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260417/23c4a143-b28e-4a9e-a6d3-7f8f5d9bbeb6.png,2026-09-19 09:28:16,错题采集
633,932473301,设两个相互独立的随机变量 和 的方差分别为 和 ，则随机变量 的方差是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/bb9ec14b-75c9-49ad-b968-97c667db3c48.png,2026-09-19 09:30:06,错题采集
634,932473179,设随机变量 的方差为 ，则根据切比雪夫不等式估计 （请用分数形式作答，例1/2）,1/2,2026-09-19 09:30:06,错题采集
635,932473282,设随机变量 存在数学期望和方差，已知 ，利用切比雪夫不等式估计,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/01de3921-4a73-4119-ba26-e85b06f7f4fd.png,2026-09-19 09:30:06,错题采集
636,932473095,"设随机变量 与 的期望分别为 和 , 方差分别为 和 , 相关系数为 , 则根据切比雪夫不等式 .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/5e47c63d-2d27-445a-8122-eaef46ea0fd9.png,2026-09-19 09:31:35,错题采集
637,932473191,随机变量 与 相互独立，且 ，则,44,2026-09-19 09:31:35,错题采集
638,932473192,设随机变量 的期望 和方差 都存在，令 ，则,1,2026-09-19 09:33:15,错题采集
639,932473254,设随机变量 且 与 相互独立，则下列正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/e4ff5a02-c014-4275-b79b-d28a9f992554.png,2026-09-19 09:33:15,错题采集
640,932473243,设两个相互独立的随机变量 与 分别服从正态分布 和 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/258480d2-23c7-4b8b-9491-cf094da25450.png,2026-09-19 09:35:44,错题采集
641,932473244,设相互独立的随机变量 和 的方差分别为 和 ，则 的方差是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/1fee5fd2-8c4f-4d9b-b61c-f0b60e3efc73.png,2026-09-19 09:35:44,错题采集
642,929368994,设随机变量 和 相互独立，则 . （ ）,错,2026-09-19 09:35:44,错题采集
643,932473276,设随机变量 ，且 相互独立，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/6ed25f7f-694a-46b0-a783-4b6057e20693.png,2026-09-19 09:35:44,错题采集
644,932473099,"设 , 则 .",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/a03a58fb-9f35-453e-ace1-ac4fabac2ffa.png,2026-09-19 09:37:18,错题采集
645,932473289,设随机变量 ，且 与 相互独立，则下面 （ ） 正确。,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260407/e2bdff6e-f816-4fd9-8731-f0266a67aefd.png,2026-09-19 09:37:18,错题采集
646,931999442,人的体重为随机变量 ， ， 。10个人的平均重量记为 ，则（ ）正确。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/d524526b718b433083f982d7528a298b.png,2026-09-19 09:37:18,错题采集
647,932473219,"随机变量 相互独立,且都服从均匀分布 令 则 （请用分数形式作答，例1/2）",21/2,2026-09-19 09:37:18,错题采集
648,932473193,设随机变量 服从以 为参数的二项分布，且 ，则,45,2026-09-19 09:38:36,错题采集
649,929369017,设随机变量 服从 上的均匀分布，则随机变量 的方差 . （ ）,错,2026-09-19 09:38:36,错题采集
650,932473131,两个独立随机变量 则下列不成立的是 ( ),https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260625/3d7f7381-0d02-4e5e-a6a4-537468b123a4.png,2026-09-19 09:38:36,错题采集
651,932473205,设随机变量 服从 上均匀分布，则,1/3,2026-09-19 09:38:36,错题采集
652,932473208,已知 ，由切比雪夫不等式估计 （请用分数形式作答，例1/2）,1/8,2026-09-19 09:38:36,错题采集
653,929369004,设随机变量 服从二项分布 ，且 ， ，则 .（ ）,.|https://image.zhihuishu.com/zhs/question-import/formula/202303/7935c8942d9f437e9223b2a8030e6c8b.png,2026-09-19 09:38:36,错题采集
654,929369011,设随机变量 服从 上的均匀分布，且 ， ，则 . （ ）,1.,2026-09-19 09:40:07,错题采集
655,932473221,已知随机变量 则有,1/3,2026-09-19 09:40:07,错题采集
656,932473266,若 的分布函数为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/5de99514-74f1-4a5a-8b76-4ab8b8e212ad.png,2026-09-19 09:40:07,错题采集
657,931999497,( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/a5deb9fa50e3460db8f24ff59d17b399.png,2026-09-19 09:40:07,错题采集
658,932473198,设随机变量 服从 上的均匀分布， ，则,4/3,2026-09-19 09:40:07,错题采集
659,932473270,设 为 重独立重复试验中成功出现的次数，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/1846b8d2-e94b-4f4c-a66b-39b91d7a0deb.png,2026-09-19 09:40:39,错题采集
660,932473284,"设 , 则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260512/69dfcd2e-4cf3-45a3-bc00-d194fa2be917.png,2026-09-19 09:40:39,错题采集
661,932473255,"设 且相互独立, 则 ( ) 成立。",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/16004124-779f-41f1-b7d4-db4596c70f2a.png,2026-09-19 09:40:39,错题采集
662,932473294,"设 且相互独立, 则 ( ) 成立。",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260415/1d4926a2-a197-4fae-9c75-f7dbc8d5aed4.png,2026-09-19 09:40:39,错题采集
663,932473280,设随机变量 ，且 与 相互独立。则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/3ccce39a-1e01-409e-bc4d-2e32a9a899a6.png,2026-09-19 09:40:39,错题采集
664,929369014,若 服从正态分布 且 相互独立，则 服从的分布为 . （ ）.,https://image.zhihuishu.com/zhs/question-import/formula/202303/a5d56fbe491f48bbb27cdfaece135cac.png,2026-09-19 09:40:39,错题采集
665,932473132,"若 和 同分布 , 且 , 则下列说法正确的是 ( )",和 一定不相关|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/3b50198b-2036-4f10-bde8-206d0ca0a9c2.png,2026-09-19 09:42:16,错题采集
666,932473184,已知 ，则 的相关系数,1,2026-09-19 09:42:16,错题采集
667,932473226,设 ，则 与 的相关系数为,0.9,2026-09-19 09:42:16,错题采集
668,932473246,设随机变量 独立同分布，其方差为 ，令 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/057ba70c-8f2d-465b-9b97-66578917bf93.png,2026-09-19 09:43:33,错题采集
669,932473242,设两个随机变量 与 满足 则必有,与 不相关|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/c5a32ad7-aa62-4f18-9d3b-df5f25f04e7d.png,2026-09-19 09:43:33,错题采集
670,932473297,将一枚硬币重复掷 次，以 和 分别表示正面向上和反面向上的次数，则 和 的相关系数等于,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260512/caaeb0e2-94e3-4890-b094-e5da3e4b3689.png,2026-09-19 09:44:57,错题采集
671,932473176,设随机变量 其中 则 （请填写小数）,0.5,2026-09-19 09:44:57,错题采集
672,932473129,"若随机向量 服从二维正态分布 , 则 一定相互独立 ; ②若 , 则 一定相互独立 ; 和 都服从一维正态分布 ; ④若 相互独立 , 则 . 几种说法中正确的是 ( )",②③④,2026-09-19 09:44:57,错题采集
673,932473096,"若随机变量 与 的相关系数 , 则下列结论正确的是( ).",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/e0f145d1-9e6e-4977-a25b-aff2011dbbde.png,2026-09-19 09:45:44,错题采集
674,932473121,设二维随机变量 服从二维正态分布，其中 ，则随机变量 和 不相关的充要条件为（ ）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/a6d4f095-eee5-4d9d-84c8-3af43a92684a.png,2026-09-19 09:45:44,错题采集
675,932473299,设二维随机变量 服从二维正态分布，则随机变量 与 不相关的充要条件为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/0d60e4b7-898a-4bee-8289-0919d4bfcdc3.png,2026-09-19 09:45:44,错题采集
676,932473265,设随机变量 与 的方差分别为 和 ，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260519/0aa608cc-aef4-4062-ac3e-e8c13dd33d45.png,2026-09-19 09:47:00,错题采集
677,932473162,设随机变量 和 的相关系数为 则,6,2026-09-19 09:47:00,错题采集
678,932473259,若随机向量 服从二维正态分布，则 ① 一定相互独立； ② 若 ，则 一定相互独立；③ 和 都服从一维正态分布；④ 若 相互独立，则 几种说法中正确的是,② ③ ④,2026-09-19 09:47:00,错题采集
679,932473177,将一枚硬币重复抛掷 次，以 和 分别表示正面向上和反面向上的次数，则 和 的相关系数等于,-1,2026-09-19 09:48:15,错题采集
680,932473302,若随机变量 与 的相关系数 ，则下列结论正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260424/e68e1718-b919-4ede-a67a-ebe9973b4b1c.png,2026-09-19 09:48:15,错题采集
681,932473224,设 ，则,-1,2026-09-19 09:49:08,错题采集
682,932473300,若随机变量 和 的协方差 ，则以下结论正确的是,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/c601af65-41b4-4d55-8dd6-7f2a793df28f.png,2026-09-19 09:49:08,错题采集
683,932473229,设 的概率分布为： 则,-0.02,2026-09-19 09:49:08,错题采集
684,932473222,设 ，且 与 相互独立，则,0,2026-09-19 09:49:58,错题采集
685,932473180,已知 ，则,33,2026-09-19 09:49:58,错题采集
686,932473258,是二维随机向量，与 不等价的是,和 相互独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/1054d3ea-5cd4-4180-9f40-1a42fd86ff2d.png,2026-09-19 09:49:58,错题采集
687,932473245,设随机变量 ，且相关系数 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/e2315bd5-3430-4fb4-aad6-49859df78e78.png,2026-09-19 09:49:58,错题采集
688,932473197,设 为二维随机向量， 均不为零。若有常数 与 使 ，则 与 的相关系数,-1,2026-09-19 09:49:58,错题采集
689,932473220,已知 ，则,37,2026-09-19 09:51:41,错题采集
690,929368995,设随机变量 和 的相关系数 ，则 和 一定相互独立. （ ）,错,2026-09-19 09:52:33,错题采集
691,932473182,设随机变量 和 独立同正态分布 ，则 与 的相关系数 （请用分数形式作答，例1/2）,3/5,2026-09-19 09:52:33,错题采集
692,932473217,设随机变量 已知 则 的方差,34,2026-09-19 09:52:33,错题采集
693,932473210,已知随机变量 的相关系数 ，设 ，则 与 的相关系数,0,2026-09-19 09:52:33,错题采集
694,929368996,设 和 是两个任意的随机变量，则 . （ ）,对,2026-09-19 09:52:33,错题采集
695,929368998,设 和 是两个随机变量，且满足 ，则 的相关系数 . （ ）,错,2026-09-19 09:52:33,错题采集
696,929423661,"设 相互独立, 且都服从参数为2的泊松分布, 则当 时, 依概率收敛于",6,2026-09-19 09:55:55,错题采集
697,929480280,独立同分布的随机变量序列一定服从辛钦大数定律.（ ）,错,2026-09-19 09:55:55,错题采集
698,931999436,假设随机变量 相互独立，则根据辛钦大数定律，当 充分大时， 依概率收敛于其共同的数学期望，只要 （ ）。,服从同一泊松分布,2026-09-19 09:55:55,错题采集
699,932473155,设随机变量序列 相互独立，则根据辛钦大数定律，当 时， 依概率收敛其数学期望，只要 （ ）,服从同一均匀分布,2026-09-19 09:55:55,错题采集
700,932473172,设 是独立同分布的随机变量序列，且 ，则对任意给定的 有,0,2026-09-19 09:55:55,错题采集
701,931999440,设随机变量 相互独立同分布，且均服从参数为 的指数分布，记 为标准正态分布分布函数，则（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/97a9909e9e2e495ba45be17cbde4f4de.png,2026-09-19 09:59:34,错题采集
702,931999437,设随机变量 相互独立， ，则根据独立同分布的中心极限定理，当 充分大时， 近似服从正态分布，只要 （ ）。,服从同一指数分布,2026-09-19 09:59:54,错题采集
703,931999439,假设某单位交换台有 部分机，每部分机呼叫外线的概率为 ，则根据中心极限定理，为使每部分机呼叫外线时能及时得到满足的概率 ，需要设置外线的最少条数 （ ）。（其中 ）,33,2026-09-19 09:59:54,错题采集
704,932473292,"设随机变量 相互独立 则根据列维－林德伯格 中心极限定理 近似服从正态分布, 只要",服从同一指数分布,2026-09-19 09:59:54,错题采集
705,932473248,设随机变量 相互独立， ，则根据列维-林德伯格中心极限定理，当 充分大时， 近似服从正态分布，只要,服从同一指数分布,2026-09-19 10:00:34,错题采集
706,932473291,某型号螺丝钉的重量是相互独立同分布的随机变量，其期望是 斤，标准差是 斤。则 个该型号螺丝钉重量不超过 斤的概率近似为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/f17b75ae-2808-4a9f-9f16-0c7344f8bb6d.png,2026-09-19 10:00:56,错题采集
707,932473122,设 来自总体 的简单随机样本，其中 表示标准正态分布函数，则由中心极限定理， 的近似值为（ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260313/f4beb7e4-070e-4ef8-921b-425712b098e0.png,2026-09-19 10:00:56,错题采集
708,932473262,设 为标准正态分布函数，且 ， 相互独立。令 ，则由中心极限定理知 的分布函数 近似于,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/fbb43d3f-3d15-463b-8f8e-350954d248d4.png,2026-09-19 10:00:56,错题采集
709,932473264,已知 的密度为 ， 的方差存在并且 相互独立，则对任何实数 ，概率 是,可以用中心极限定理计算出近似值,2026-09-19 10:00:56,错题采集
710,929480281,独立同分布的随机变量序列一定服从列维-林德伯格中心极限定理.（ ）,错,2026-09-19 10:00:56,错题采集
711,931999438,设随机变量 相互独立， ，则当 时， 的极限分布不是标准正态分布，只要 都服从（ ）。,柯西分布,2026-09-19 10:00:56,错题采集
712,929372768,所谓独立样本，是指双样本是在两个总体中相互独立地抽取的。（ ）,对,2026-09-19 10:03:32,错题采集
713,931999441,设 是来自正态总体 的样本，其中 已知， 未知，则下列不是统计量的是（ ）。,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/d5b7c21c77284e37876f719ecd527a89.png,2026-09-19 10:07:08,错题采集
714,929423622,"设总体 服从正态分布 , 其中 已知， 未知， 为来自 的简单随机样本，则下列选项中不是统计量的是（ ）",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/d7d43505-4184-4005-aaea-a57c9637e4de.png,2026-09-19 10:07:33,错题采集
715,929425122,设总体 服从二项分布 ， 是来自总体 的简单随机样本， 为样本均值，则 为 .（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/fc24061915f94d488b3e7728b61c421b.png,2026-09-19 10:07:33,错题采集
716,929423656,"设 为来自总体 的简单随机样本, 且 , , 则下列选项正确的是（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/c0f46747-73aa-4e19-ba51-5e3d25979291.png,2026-09-19 10:08:24,错题采集
717,929423629,设 为来自 分布总体的简单随机样本，且 ， 为样本均值，则下列选项正确的是（ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/a5e3a586-cbb7-4a8e-bb85-e5940f967e40.png,2026-09-19 10:09:19,错题采集
718,929423655,"设总体 服从正态分布 , 其中 未知, 已知, 为来自 的简单随机样本, 则下列选项中不是统计量的是（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/912f9a9f-ab51-48eb-b4a5-71116fd3e47f.png,2026-09-19 10:09:19,错题采集
719,929425143,"设 为来自总体 的简单随机样本, 则样本均值 , 样本方差 . （ ）",错,2026-09-19 10:09:19,错题采集
720,929423653,"设 是来自正态总体 的简单随机样本, 为样本方差, 则 （ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/c584628b-9181-4266-9da2-67910cfd0df7.png,2026-09-19 10:12:02,错题采集
721,929425121,设 是来自正态总体 的简单随机样本， 表示样本均值， 表示样本方差，则下列选项中错误的是 。（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/31e427c2ec194120b065e42961b676c1.png,2026-09-19 10:12:02,错题采集
722,929423664,"设总体 服从标准正态分布 , 为来自 的简单随机样本, 为样本方差, 则 （ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/166307370ae04c7ab447e6a776798ef3.png,2026-09-19 10:12:02,错题采集
723,929423683,"设 为来自正态总体 的简单随机样本, 为样本均值, 为样本方差, 则有 .（ ）",https://image.zhihuishu.com/zhs/question-import/formula/202303/784d45a1aab840b597a567ea7cbe993d.png,2026-09-19 10:12:02,错题采集
724,929423627,"设 为来自正态总体 的简单随机样本, 则样本均值 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260522/e216ca66-43ad-4999-9c0e-27fb9196f7b3.png,2026-09-19 10:12:02,错题采集
725,929423671,"设 为来自正态总体 的简单随机样本, , , , 服从 分布, 则常数 及 分布的自由度 分别为（）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/6ef0e1992915462a93528a3c9384db12.png,2026-09-19 10:12:02,错题采集
726,929423645,"设 是来自正态总体 的简单随机样本, 则 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/98685e2a-0062-47ea-9dad-d8d28ec935ef.png,2026-09-19 10:12:52,错题采集
727,929425145,"设 为来自总体 的简单随机样本, 则样本均值 和样本方差 相互独立. （ ）",错,2026-09-19 10:12:52,错题采集
728,929423658,"设 是来自正态总体 的简单随机样本, 则统计量 服从（ ）分布.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/f17266fe-63b5-4df0-9db8-ed350cd123e4.png,2026-09-19 10:12:52,错题采集
729,929423651,"设 为来自正态总体 的简单随机样本, 则统计量 服从的分布为（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260309/95302772-8723-4a5a-84e0-c33524746970.png,2026-09-19 10:12:52,错题采集
730,929423625,"设 为来自正态总体 的简单随机样本，记 ， , 则 服从的分布为( ).",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/eaa33167-a208-4bdb-9333-4751b76c222f.png,2026-09-19 10:12:52,错题采集
731,929425147,设总体 ， 为样本， 分别为样本均值和标准差，则下列正确的是（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/807a224fe17940b791496f91ed2a0fab.png,2026-09-19 10:12:52,错题采集
732,929369997,"设 为来自正态总体 的简单随机样本, 其中 未知, 则样本均值 可作为 的矩估计量. （ ）",对,2026-09-19 10:15:17,错题采集
733,929370005,总体未知参数的矩估计量是唯一的. （ ）,错,2026-09-19 10:15:17,错题采集
